Student_ID,Programme,Entry_Level,Entry_Year,Total_Credits,Year_3_GPA,Year_4_GPA,Final_GPA,Degree_Classification,Graduation_Date,Graduation_Status
10001979,Business Management,1,2021/22,360,10.79,11.46,11.13,Third Class Honours,2025-06-30,Graduated
10001980,Business Management,1,2021/22,360,11.77,13.22,12.49,Lower Second Class Honours,2025-06-30,Graduated
10001981,Business Management,1,2021/22,360,10.25,11.64,10.95,Third Class Honours,2025-06-30,Graduated
10001982,Business Management,1,2021/22,360,18.97,20.22,19.59,First Class Honours,2025-06-30,Graduated
10001983,Business Management,2,2021/22,240,10.21,9.04,9.62,Third Class Honours,2024-06-30,Graduated
10001984,Business Management,2,2021/22,240,15.66,14.28,14.97,Borderline 2.2/2.1,2024-06-30,Graduated
10001986,Business Management,1,2021/22,360,19.16,20.5,19.83,First Class Honours,2025-06-30,Graduated
10001987,Business Management,1,2021/22,360,14.54,15.62,15.08,Upper Second Class Honours,2025-06-30,Graduated
10001988,Business Management,1,2021/22,360,20.55,15.0,17.77,Borderline 2.1/1st,2025-06-30,Pending
10001989,Business Management,1,2021/22,360,5.17,3.79,4.48,Fail,2025-06-30,Deferred
10001990,Business Management,1,2021/22,360,11.54,11.49,11.51,Borderline 3rd/2.2,2025-06-30,Graduated
10001991,Business Management,1,2021/22,360,4.34,5.98,5.16,Fail,2025-06-30,Deferred
10001992,Business Management,1,2021/22,360,12.0,8.71,10.36,Third Class Honours,2025-06-30,Pending
10001993,Business Management,1,2021/22,360,14.32,7.55,10.94,Third Class Honours,2025-06-30,Pending
10001994,Business Management,1,2021/22,360,11.16,11.12,11.14,Third Class Honours,2025-06-30,Graduated
10001996,Business Management,1,2021/22,360,15.57,14.86,15.21,Upper Second Class Honours,2025-06-30,Graduated
10001997,Business Management,1,2021/22,360,10.95,10.51,10.73,Third Class Honours,2025-06-30,Graduated
10001998,Business Management,2,2021/22,240,6.2,3.81,5.0,Fail,2024-06-30,Deferred
10001999,Business Management,3,2021/22,120,15.32,15.99,15.66,Upper Second Class Honours,2023-06-30,Graduated
10002000,Business Management,1,2021/22,360,20.62,20.0,20.31,First Class Honours,2025-06-30,Graduated
10002002,Business Management,2,2021/22,240,5.26,3.0,4.13,Fail,2024-06-30,Deferred
10002003,Business Management,2,2021/22,240,10.84,7.94,9.39,Third Class Honours,2024-06-30,Pending
10002004,Business Management,1,2021/22,360,6.74,6.79,6.76,Fail,2025-06-30,Deferred
10002005,Business Management,1,2021/22,360,15.69,15.18,15.44,Upper Second Class Honours,2025-06-30,Graduated
10002006,Business Management,1,2021/22,360,6.13,7.14,6.64,Fail,2025-06-30,Deferred
10002007,Business Management,3,2021/22,120,15.41,15.86,15.64,Upper Second Class Honours,2023-06-30,Graduated
10002009,Business Management,1,2021/22,360,7.44,5.95,6.69,Fail,2025-06-30,Deferred
10002010,Business Management,1,2021/22,360,9.05,11.36,10.21,Third Class Honours,2025-06-30,Graduated
10002012,Business Management,1,2021/22,360,10.35,9.9,10.12,Third Class Honours,2025-06-30,Graduated
10002013,Business Management,1,2021/22,360,20.87,20.87,20.87,First Class Honours,2025-06-30,Graduated
10002014,Business Management,1,2021/22,360,11.23,11.61,11.42,Third Class Honours,2025-06-30,Graduated
10002015,Business Management,1,2021/22,360,11.48,10.89,11.19,Third Class Honours,2025-06-30,Graduated
10002016,Business Management,1,2021/22,360,11.7,10.09,10.9,Third Class Honours,2025-06-30,Graduated
10002017,Business Management,2,2021/22,240,14.51,7.19,10.85,Third Class Honours,2024-06-30,Pending
10002018,Business Management,1,2021/22,360,20.59,19.72,20.16,First Class Honours,2025-06-30,Graduated
10002019,Business Management,1,2021/22,360,11.53,10.96,11.25,Third Class Honours,2025-06-30,Graduated
10002020,Business Management,2,2021/22,240,15.12,13.96,14.54,Borderline 2.2/2.1,2024-06-30,Graduated
10002021,Business Management,1,2021/22,360,11.09,7.69,9.39,Third Class Honours,2025-06-30,Pending
10002022,Business Management,2,2021/22,240,15.64,15.3,15.47,Upper Second Class Honours,2024-06-30,Graduated
10002023,Business Management,3,2021/22,120,6.82,6.75,6.79,Fail,2023-06-30,Deferred
10002024,Business Management,3,2021/22,120,15.06,13.88,14.47,Lower Second Class Honours,2023-06-30,Graduated
10002026,Business Management,2,2021/22,240,5.68,4.81,5.25,Fail,2024-06-30,Deferred
10002027,Business Management,3,2021/22,120,15.18,14.82,15.0,Upper Second Class Honours,2023-06-30,Graduated
10002029,Business Management,1,2021/22,360,14.13,10.94,12.53,Lower Second Class Honours,2025-06-30,Pending
10002030,Business Management,1,2021/22,360,5.83,8.2,7.02,Fail,2025-06-30,Deferred
10002031,Business Management,3,2021/22,120,7.38,6.25,6.81,Fail,2023-06-30,Deferred
10002033,Business Management,2,2021/22,240,10.61,10.77,10.69,Third Class Honours,2024-06-30,Graduated
10002034,Business Management,1,2021/22,360,15.03,14.83,14.93,Borderline 2.2/2.1,2025-06-30,Graduated
10002035,Business Management,1,2021/22,360,10.45,12.54,11.49,Third Class Honours,2025-06-30,Graduated
10002036,Business Management,1,2021/22,360,10.19,8.6,9.39,Third Class Honours,2025-06-30,Pending
10002037,Business Management,1,2021/22,360,8.04,6.45,7.25,Fail,2025-06-30,Deferred
10002038,Business Management,1,2021/22,360,19.89,20.25,20.07,First Class Honours,2025-06-30,Graduated
10002039,Business Management,1,2021/22,360,10.78,10.72,10.75,Third Class Honours,2025-06-30,Graduated
10002040,Business Management,2,2021/22,240,11.6,11.46,11.53,Borderline 3rd/2.2,2024-06-30,Graduated
10002041,Business Management,1,2021/22,360,19.96,20.2,20.08,First Class Honours,2025-06-30,Graduated
10002042,Business Management,2,2021/22,240,19.93,19.79,19.86,First Class Honours,2024-06-30,Graduated
10002043,Business Management,2,2021/22,240,10.91,11.61,11.26,Third Class Honours,2024-06-30,Graduated
10002044,Business Management,1,2021/22,360,15.64,15.03,15.33,Upper Second Class Honours,2025-06-30,Graduated
10002045,Business Management,1,2021/22,360,14.78,14.94,14.86,Borderline 2.2/2.1,2025-06-30,Graduated
10002046,Business Management,1,2021/22,360,12.2,9.74,10.97,Third Class Honours,2025-06-30,Graduated
10002047,Business Management,3,2021/22,120,11.41,7.89,9.65,Third Class Honours,2023-06-30,Pending
10002048,Business Management,1,2021/22,360,10.79,8.84,9.81,Third Class Honours,2025-06-30,Pending
10002049,Business Management,1,2021/22,360,7.62,4.73,6.18,Fail,2025-06-30,Deferred
10002050,Business Management,2,2021/22,240,14.87,14.66,14.77,Borderline 2.2/2.1,2024-06-30,Graduated
10002051,Business Management and International Relations,3,2021/22,120,10.66,11.38,11.02,Third Class Honours,2023-06-30,Graduated
10002052,Business Management and International Relations,1,2021/22,360,11.15,10.87,11.01,Third Class Honours,2025-06-30,Graduated
10002053,Business Management and International Relations,1,2021/22,360,10.83,10.87,10.85,Third Class Honours,2025-06-30,Graduated
10002055,Business Management and International Relations,2,2021/22,240,5.8,10.57,8.18,Fail,2024-06-30,Deferred
10002056,Business Management and International Relations,1,2021/22,360,15.14,10.07,12.61,Lower Second Class Honours,2025-06-30,Pending
10002057,Business Management and International Relations,3,2021/22,120,19.58,20.59,20.08,First Class Honours,2023-06-30,Graduated
10002058,Business Management and International Relations,2,2021/22,240,8.59,11.36,9.97,Third Class Honours,2024-06-30,Graduated
10002059,Business Management and International Relations,1,2021/22,360,14.66,15.05,14.86,Borderline 2.2/2.1,2025-06-30,Graduated
10002060,Business Management and International Relations,1,2021/22,360,15.08,14.93,15.0,Upper Second Class Honours,2025-06-30,Graduated
10002061,Business Management and International Relations,1,2021/22,360,11.8,10.38,11.09,Third Class Honours,2025-06-30,Graduated
10002062,Business Management and International Relations,1,2021/22,360,7.12,15.9,11.51,Borderline 3rd/2.2,2025-06-30,Graduated
10002063,Business Management and International Relations,1,2021/22,360,15.54,14.78,15.16,Upper Second Class Honours,2025-06-30,Graduated
10002064,Business Management and International Relations,1,2021/22,360,16.33,15.27,15.8,Upper Second Class Honours,2025-06-30,Graduated
10002065,Business Management and International Relations,1,2021/22,360,5.4,4.85,5.12,Fail,2025-06-30,Deferred
10002066,Business Management and International Relations,1,2021/22,360,14.38,15.64,15.01,Upper Second Class Honours,2025-06-30,Graduated
10002067,Business Management and International Relations,2,2021/22,240,5.35,7.64,6.5,Fail,2024-06-30,Deferred
10002068,Business Management and International Relations,1,2021/22,360,15.43,14.37,14.9,Borderline 2.2/2.1,2025-06-30,Graduated
10002069,Business Management and International Relations,1,2021/22,360,15.27,20.46,17.86,Borderline 2.1/1st,2025-06-30,Graduated
10002071,Business Management and International Relations,1,2021/22,360,14.54,14.87,14.71,Borderline 2.2/2.1,2025-06-30,Graduated
10002072,Business Management and International Relations,3,2021/22,120,5.93,5.33,5.63,Fail,2023-06-30,Deferred
10002074,Business Management and International Relations,1,2021/22,360,20.28,19.31,19.79,First Class Honours,2025-06-30,Graduated
10002075,Business Management and International Relations,2,2021/22,240,12.18,11.23,11.7,Borderline 3rd/2.2,2024-06-30,Graduated
10002076,Business Management and International Relations,1,2021/22,360,11.39,8.62,10.01,Third Class Honours,2025-06-30,Pending
10002077,Business Management and International Relations,1,2021/22,360,14.23,14.73,14.48,Lower Second Class Honours,2025-06-30,Graduated
10002078,Business Management and International Relations,3,2021/22,120,14.39,14.21,14.3,Lower Second Class Honours,2023-06-30,Graduated
10002079,Business Management and International Relations,1,2021/22,360,14.66,14.68,14.67,Borderline 2.2/2.1,2025-06-30,Pending
10002080,Business Management and International Relations,1,2021/22,360,9.52,12.21,10.86,Third Class Honours,2025-06-30,Graduated
10002081,Business Management and International Relations,1,2021/22,360,5.81,4.01,4.91,Fail,2025-06-30,Deferred
10002082,Business Management and International Relations,3,2021/22,120,5.04,6.16,5.6,Fail,2023-06-30,Deferred
10002083,Business Management and International Relations,1,2021/22,360,11.38,9.79,10.58,Third Class Honours,2025-06-30,Graduated
10002084,Business Management and International Relations,2,2021/22,240,7.37,6.14,6.75,Fail,2024-06-30,Deferred
10002085,Business Management and International Relations,1,2021/22,360,10.85,11.9,11.38,Third Class Honours,2025-06-30,Graduated
10002086,Business Management and International Relations,1,2021/22,360,11.63,11.88,11.76,Borderline 3rd/2.2,2025-06-30,Graduated
10002087,Business Management and International Relations,1,2021/22,360,10.92,11.18,11.05,Third Class Honours,2025-06-30,Graduated
10002088,Business Management and International Relations,1,2021/22,360,19.06,19.16,19.11,First Class Honours,2025-06-30,Graduated
10002089,Business Management and International Relations,1,2021/22,360,15.48,15.33,15.4,Upper Second Class Honours,2025-06-30,Graduated
10002090,Business Management and International Relations,3,2021/22,120,14.85,14.87,14.86,Borderline 2.2/2.1,2023-06-30,Pending
10002091,Business Management and International Relations,1,2021/22,360,10.8,10.33,10.56,Third Class Honours,2025-06-30,Graduated
10002092,Business Management and International Relations,2,2021/22,240,20.05,19.87,19.96,First Class Honours,2024-06-30,Graduated
10002093,Business Management and International Relations,1,2021/22,360,10.44,11.84,11.14,Third Class Honours,2025-06-30,Graduated
10002094,Business Management and International Relations,1,2021/22,360,12.44,15.44,13.94,Lower Second Class Honours,2025-06-30,Graduated
10002096,Business Management and International Relations,1,2021/22,360,10.64,10.82,10.73,Third Class Honours,2025-06-30,Graduated
10002097,Business Management and International Relations,2,2021/22,240,4.97,12.24,8.61,Borderline Fail/3rd,2024-06-30,Pending
10002098,Business Management and International Relations,1,2021/22,360,19.66,19.53,19.59,First Class Honours,2025-06-30,Graduated
10002099,Business Management and International Relations,1,2021/22,360,15.4,14.91,15.16,Upper Second Class Honours,2025-06-30,Graduated
10002100,Business Management and International Relations,1,2021/22,360,8.22,6.04,7.13,Fail,2025-06-30,Deferred
10002102,Business Management and International Relations,1,2021/22,360,11.32,11.04,11.18,Third Class Honours,2025-06-30,Graduated
10002103,Business Management and International Relations,2,2021/22,240,10.95,10.46,10.7,Third Class Honours,2024-06-30,Graduated
10002104,Business Management and International Relations,1,2021/22,360,11.78,10.21,11.0,Third Class Honours,2025-06-30,Graduated
10002105,Business Management and International Relations,1,2021/22,360,20.34,20.06,20.2,First Class Honours,2025-06-30,Graduated
10002106,Business Management and International Relations,1,2021/22,360,5.77,5.49,5.63,Fail,2025-06-30,Deferred
10002107,Business Management and International Relations,1,2021/22,360,11.33,11.54,11.44,Third Class Honours,2025-06-30,Graduated
10002108,Business Management and International Relations,1,2021/22,360,13.86,16.09,14.97,Borderline 2.2/2.1,2025-06-30,Graduated
10002109,Business Management and International Relations,1,2021/22,360,10.72,10.77,10.75,Third Class Honours,2025-06-30,Graduated
10002110,Business Management and International Relations,1,2021/22,360,15.14,14.32,14.73,Borderline 2.2/2.1,2025-06-30,Graduated
10002111,Business Management and International Relations,1,2021/22,360,4.24,7.4,5.82,Fail,2025-06-30,Deferred
10002112,Business Management and International Relations,1,2021/22,360,11.38,11.86,11.62,Borderline 3rd/2.2,2025-06-30,Graduated
10002114,Business Management and International Relations,1,2021/22,360,11.23,15.34,13.29,Lower Second Class Honours,2025-06-30,Graduated
10002115,Business Management and International Relations,2,2021/22,240,6.01,5.43,5.72,Fail,2024-06-30,Deferred
10002116,Business Management and International Relations,1,2021/22,360,14.29,7.71,11.0,Third Class Honours,2025-06-30,Pending
10002117,Business Management and International Relations,1,2021/22,360,6.24,5.27,5.75,Fail,2025-06-30,Deferred
10002118,Business Management and International Relations,2,2021/22,240,19.91,20.08,19.99,First Class Honours,2024-06-30,Graduated
10002119,Business Management and International Relations,1,2021/22,360,20.33,20.36,20.35,First Class Honours,2025-06-30,Graduated
10002120,Business Management and International Relations,1,2021/22,360,15.77,14.86,15.32,Upper Second Class Honours,2025-06-30,Graduated
10002121,Business Management and International Relations,1,2021/22,360,14.06,15.35,14.7,Borderline 2.2/2.1,2025-06-30,Graduated
10002122,Business Management and International Relations,3,2021/22,120,12.4,14.72,13.56,Lower Second Class Honours,2023-06-30,Graduated
10002123,Business Management and International Relations,3,2021/22,120,10.65,10.68,10.66,Third Class Honours,2023-06-30,Graduated
10002124,Business Management and International Relations,1,2021/22,360,14.99,15.51,15.25,Upper Second Class Honours,2025-06-30,Graduated
10002126,Business Management and International Relations,1,2021/22,360,4.69,6.05,5.37,Fail,2025-06-30,Deferred
10002127,Business Management and International Relations,3,2021/22,120,10.56,7.39,8.97,Borderline Fail/3rd,2023-06-30,Pending
10002128,Business Management and International Relations,1,2021/22,360,16.48,14.59,15.54,Upper Second Class Honours,2025-06-30,Graduated
10002129,Business Management and International Relations,1,2021/22,360,10.31,8.38,9.35,Third Class Honours,2025-06-30,Pending
10002130,Business Management and International Relations,1,2021/22,360,10.01,9.86,9.93,Third Class Honours,2025-06-30,Graduated
10002132,Business Management and International Relations,2,2021/22,240,15.86,15.42,15.64,Upper Second Class Honours,2024-06-30,Graduated
10002133,Business Management and International Relations,1,2021/22,360,9.52,10.31,9.91,Third Class Honours,2025-06-30,Graduated
10002134,Business Management and International Relations,1,2021/22,360,11.56,9.94,10.75,Third Class Honours,2025-06-30,Graduated
10002135,Business Management and International Relations,1,2021/22,360,11.47,13.93,12.7,Lower Second Class Honours,2025-06-30,Graduated
10002136,Business Management and International Relations,3,2021/22,120,3.97,3.82,3.89,Fail,2023-06-30,Deferred
10002137,Business Management and International Relations,2,2021/22,240,15.25,15.18,15.21,Upper Second Class Honours,2024-06-30,Graduated
10002138,Business Management and International Relations,1,2021/22,360,10.26,8.98,9.62,Third Class Honours,2025-06-30,Graduated
10002140,Business Management and International Relations,2,2021/22,240,11.47,10.8,11.14,Third Class Honours,2024-06-30,Graduated
10002141,Business Management and International Relations,3,2021/22,120,10.07,12.04,11.06,Third Class Honours,2023-06-30,Graduated
10002142,Business Management and International Relations,1,2021/22,360,11.66,11.22,11.44,Third Class Honours,2025-06-30,Graduated
10002143,Business Management and International Relations,1,2021/22,360,12.15,10.5,11.32,Third Class Honours,2025-06-30,Graduated
10002144,Business Management and International Relations,1,2021/22,360,20.26,19.32,19.79,First Class Honours,2025-06-30,Graduated
10002145,Business Management and International Relations,1,2021/22,360,19.34,20.29,19.81,First Class Honours,2025-06-30,Graduated
10002147,Business Management and International Relations,2,2021/22,240,9.2,10.68,9.94,Third Class Honours,2024-06-30,Graduated
10002148,Business Management and International Relations,1,2021/22,360,11.06,10.46,10.76,Third Class Honours,2025-06-30,Graduated
10002149,Business Management and International Relations,1,2021/22,360,12.11,11.88,12.0,Lower Second Class Honours,2025-06-30,Graduated
10002150,Business Management and International Relations,1,2021/22,360,15.2,15.4,15.3,Upper Second Class Honours,2025-06-30,Graduated
10002151,Business Management and International Relations,1,2021/22,360,11.99,9.67,10.83,Third Class Honours,2025-06-30,Graduated
10002153,Business Management and International Relations,1,2021/22,360,10.28,9.93,10.11,Third Class Honours,2025-06-30,Graduated
10002154,Business Management and International Relations,1,2021/22,360,14.96,15.29,15.13,Upper Second Class Honours,2025-06-30,Graduated
10002155,Business Management and International Relations,3,2021/22,120,6.47,6.16,6.31,Fail,2023-06-30,Deferred
10002156,Business Management and International Relations,1,2021/22,360,11.2,14.84,13.02,Lower Second Class Honours,2025-06-30,Graduated
10002157,Business Management and International Relations,2,2021/22,240,10.62,10.48,10.55,Third Class Honours,2024-06-30,Graduated
10002158,Business Management and International Relations,3,2021/22,120,10.92,8.23,9.57,Third Class Honours,2023-06-30,Pending
10002159,Business Management and International Relations,3,2021/22,120,15.26,16.11,15.68,Upper Second Class Honours,2023-06-30,Graduated
10002160,Business Management and Information Systems,1,2021/22,360,17.32,20.05,18.69,First Class Honours,2025-06-30,Graduated
10002161,Business Management and Information Systems,1,2021/22,360,20.23,19.6,19.92,First Class Honours,2025-06-30,Graduated
10002162,Business Management and Information Systems,3,2021/22,120,14.67,14.23,14.45,Lower Second Class Honours,2023-06-30,Graduated
10002163,Business Management and Information Systems,1,2021/22,360,14.42,15.14,14.78,Borderline 2.2/2.1,2025-06-30,Graduated
10002164,Business Management and Information Systems,1,2021/22,360,14.92,9.64,12.28,Lower Second Class Honours,2025-06-30,Pending
10002165,Business Management and Information Systems,2,2021/22,240,10.77,10.39,10.58,Third Class Honours,2024-06-30,Graduated
10002166,Business Management and Information Systems,1,2021/22,360,13.11,14.74,13.93,Lower Second Class Honours,2025-06-30,Graduated
10002167,Business Management and Information Systems,3,2021/22,120,7.61,9.22,8.41,Fail,2023-06-30,Deferred
10002169,Business Management and Information Systems,1,2021/22,360,6.68,6.32,6.5,Fail,2025-06-30,Deferred
10002170,Business Management and Information Systems,1,2021/22,360,6.32,5.43,5.88,Fail,2025-06-30,Deferred
10002171,Business Management and Information Systems,3,2021/22,120,20.2,20.35,20.28,First Class Honours,2023-06-30,Graduated
10002172,Business Management and Information Systems,1,2021/22,360,15.36,15.32,15.34,Upper Second Class Honours,2025-06-30,Graduated
10002174,Business Management and Information Systems,2,2021/22,240,14.95,15.28,15.11,Upper Second Class Honours,2024-06-30,Graduated
10002175,Business Management and Information Systems,2,2021/22,240,15.32,16.25,15.79,Upper Second Class Honours,2024-06-30,Graduated
10002176,Business Management and Information Systems,2,2021/22,240,15.46,15.43,15.44,Upper Second Class Honours,2024-06-30,Graduated
10002177,Business Management and Information Systems,3,2021/22,120,15.29,14.88,15.08,Upper Second Class Honours,2023-06-30,Graduated
10002178,Business Management and Information Systems,1,2021/22,360,20.39,20.16,20.27,First Class Honours,2025-06-30,Graduated
10002179,Business Management and Information Systems,2,2021/22,240,14.79,14.9,14.85,Borderline 2.2/2.1,2024-06-30,Graduated
10002180,Business Management and Information Systems,3,2021/22,120,14.58,15.65,15.12,Upper Second Class Honours,2023-06-30,Graduated
10002181,Business Management and Information Systems,1,2021/22,360,11.37,9.9,10.63,Third Class Honours,2025-06-30,Graduated
10002182,Business Management and Information Systems,3,2021/22,120,14.98,14.88,14.93,Borderline 2.2/2.1,2023-06-30,Graduated
10002183,Business Management and Information Systems,1,2021/22,360,5.42,8.55,6.99,Fail,2025-06-30,Deferred
10002184,Business Management and Information Systems,1,2021/22,360,13.41,15.29,14.35,Lower Second Class Honours,2025-06-30,Graduated
10002185,Business Management and Information Systems,1,2021/22,360,15.84,14.41,15.12,Upper Second Class Honours,2025-06-30,Graduated
10002186,Business Management and Information Systems,1,2021/22,360,12.05,8.97,10.51,Third Class Honours,2025-06-30,Graduated
10002188,Business Management and Information Systems,2,2021/22,240,10.95,10.66,10.81,Third Class Honours,2024-06-30,Graduated
10002190,Business Management and Information Systems,2,2021/22,240,10.3,9.3,9.8,Third Class Honours,2024-06-30,Pending
10002191,Business Management and Information Systems,2,2021/22,240,14.41,11.04,12.72,Lower Second Class Honours,2024-06-30,Pending
10002193,Business Management and Information Systems,1,2021/22,360,20.15,20.34,20.24,First Class Honours,2025-06-30,Graduated
10002194,Business Management and Information Systems,1,2021/22,360,4.06,7.3,5.68,Fail,2025-06-30,Deferred
10002195,Business Management and Information Systems,1,2021/22,360,10.33,10.27,10.3,Third Class Honours,2025-06-30,Graduated
10002196,Business Management and Information Systems,1,2021/22,360,6.32,5.72,6.02,Fail,2025-06-30,Deferred
10002197,Business Management and Information Systems,1,2021/22,360,14.28,14.04,14.16,Lower Second Class Honours,2025-06-30,Graduated
10002198,Business Management and Information Systems,1,2021/22,360,10.96,15.24,13.1,Lower Second Class Honours,2025-06-30,Graduated
10002199,Business Management and Information Systems,1,2021/22,360,20.02,10.11,15.07,Upper Second Class Honours,2025-06-30,Pending
10002200,Business Management and Information Systems,1,2021/22,360,15.83,16.29,16.06,Upper Second Class Honours,2025-06-30,Graduated
10002201,Business Management and Information Systems,1,2021/22,360,5.64,6.94,6.29,Fail,2025-06-30,Deferred
10002202,Business Management and Information Systems,1,2021/22,360,11.09,10.64,10.87,Third Class Honours,2025-06-30,Graduated
10002203,Business Management and Information Systems,1,2021/22,360,14.65,10.77,12.71,Lower Second Class Honours,2025-06-30,Pending
10002204,Business Management and Information Systems,1,2021/22,360,10.66,11.18,10.92,Third Class Honours,2025-06-30,Graduated
10002205,Business Management and Information Systems,1,2021/22,360,10.92,9.53,10.23,Third Class Honours,2025-06-30,Graduated
10002206,Business Management and Information Systems,1,2021/22,360,14.8,11.74,13.27,Lower Second Class Honours,2025-06-30,Pending
10002207,Business Management and Information Systems,1,2021/22,360,5.86,5.64,5.75,Fail,2025-06-30,Deferred
10002208,Business Management and Information Systems,1,2021/22,360,9.97,8.98,9.48,Third Class Honours,2025-06-30,Graduated
10002209,Business Management and Information Systems,1,2021/22,360,8.66,10.87,9.77,Third Class Honours,2025-06-30,Graduated
10002210,Business Management and Information Systems,1,2021/22,360,14.5,14.26,14.38,Lower Second Class Honours,2025-06-30,Graduated
10002211,Business Management and Information Systems,1,2021/22,360,14.58,14.76,14.67,Borderline 2.2/2.1,2025-06-30,Graduated
10002212,Business Management and Information Systems,1,2021/22,360,11.05,10.26,10.65,Third Class Honours,2025-06-30,Graduated
10002213,Business Management and Information Systems,1,2021/22,360,14.73,15.22,14.98,Borderline 2.2/2.1,2025-06-30,Graduated
10002214,Business Management and Information Systems,1,2021/22,360,9.41,11.51,10.46,Third Class Honours,2025-06-30,Graduated
10002215,Business Management and Information Systems,1,2021/22,360,19.78,15.06,17.42,Upper Second Class Honours,2025-06-30,Pending
10002217,Business Management and Information Systems,1,2021/22,360,8.7,10.82,9.76,Third Class Honours,2025-06-30,Graduated
10002218,Business Management and Information Systems,1,2021/22,360,15.25,13.72,14.48,Lower Second Class Honours,2025-06-30,Pending
10002219,Business Management and Information Systems,1,2021/22,360,2.69,3.94,3.32,Fail,2025-06-30,Deferred
10002220,Business Management and Information Systems,1,2021/22,360,10.44,8.39,9.41,Third Class Honours,2025-06-30,Pending
10002221,Business Management and Information Systems,3,2021/22,120,15.45,20.57,18.01,First Class Honours,2023-06-30,Graduated
10002223,Business Management and Information Systems,1,2021/22,360,15.08,14.08,14.58,Borderline 2.2/2.1,2025-06-30,Graduated
10002224,Business Management and Information Systems,3,2021/22,120,9.92,11.49,10.71,Third Class Honours,2023-06-30,Graduated
10002225,Business Management and Information Systems,1,2021/22,360,14.75,15.55,15.15,Upper Second Class Honours,2025-06-30,Graduated
10002226,Business Management and Information Systems,3,2021/22,120,5.36,3.89,4.63,Fail,2023-06-30,Deferred
10002227,Business Management and Information Systems,2,2021/22,240,11.16,11.06,11.11,Third Class Honours,2024-06-30,Graduated
10002228,Business Management and Information Systems,1,2021/22,360,14.41,15.23,14.82,Borderline 2.2/2.1,2025-06-30,Graduated
10002229,Business Management and Information Systems,2,2021/22,240,11.01,8.91,9.96,Third Class Honours,2024-06-30,Pending
10002230,Business Management and Information Systems,1,2021/22,360,10.82,10.79,10.81,Third Class Honours,2025-06-30,Graduated
10002231,Business Management and Information Systems,2,2021/22,240,20.09,20.03,20.06,First Class Honours,2024-06-30,Graduated
10002232,Business Management and Information Systems,1,2021/22,360,20.5,20.02,20.26,First Class Honours,2025-06-30,Graduated
10002233,Business Management and Information Systems,3,2021/22,120,14.74,15.08,14.91,Borderline 2.2/2.1,2023-06-30,Graduated
10002234,Business Management and Information Systems,1,2021/22,360,16.07,14.76,15.41,Upper Second Class Honours,2025-06-30,Graduated
10002235,Business Management and Information Systems,1,2021/22,360,15.6,15.44,15.52,Upper Second Class Honours,2025-06-30,Graduated
10002236,Business Management and Information Systems,3,2021/22,120,11.43,9.98,10.71,Third Class Honours,2023-06-30,Graduated
10002237,Business Management and Information Systems,1,2021/22,360,10.32,11.34,10.83,Third Class Honours,2025-06-30,Graduated
10002238,Business Management and Information Systems,1,2021/22,360,15.02,14.9,14.96,Borderline 2.2/2.1,2025-06-30,Graduated
10002240,Business Management and Information Systems,1,2021/22,360,14.5,12.61,13.56,Lower Second Class Honours,2025-06-30,Pending
10002241,Business Management and Information Systems,2,2021/22,240,5.37,6.34,5.86,Fail,2024-06-30,Deferred
10002242,Business Management and Information Systems,2,2021/22,240,9.52,11.72,10.62,Third Class Honours,2024-06-30,Graduated
10002243,Business Management and Information Systems,1,2021/22,360,15.39,12.41,13.9,Lower Second Class Honours,2025-06-30,Pending
10002244,Business Management and Information Systems,1,2021/22,360,14.86,14.49,14.67,Borderline 2.2/2.1,2025-06-30,Graduated
10002245,Business Management and Information Systems,2,2021/22,240,10.48,9.45,9.96,Third Class Honours,2024-06-30,Graduated
10002246,Business Management and Information Systems,1,2021/22,360,10.06,10.6,10.33,Third Class Honours,2025-06-30,Graduated
10002247,Business Management and Information Systems,2,2021/22,240,10.19,11.22,10.71,Third Class Honours,2024-06-30,Graduated
10002249,Business Management and Information Systems,1,2021/22,360,10.99,12.22,11.61,Borderline 3rd/2.2,2025-06-30,Graduated
10002250,Business Management and Information Systems,1,2021/22,360,14.72,15.49,15.11,Upper Second Class Honours,2025-06-30,Graduated
10002251,Business Management and Information Systems,1,2021/22,360,11.39,12.46,11.93,Borderline 3rd/2.2,2025-06-30,Graduated
10002252,Business Management and Information Systems,1,2021/22,360,6.7,6.92,6.81,Fail,2025-06-30,Deferred
10002253,Business Management and Information Systems,2,2021/22,240,11.84,9.11,10.47,Third Class Honours,2024-06-30,Pending
10002254,Business Management and Information Systems,2,2021/22,240,9.21,9.33,9.27,Third Class Honours,2024-06-30,Pending
10002255,Business Management and Information Systems,1,2021/22,360,11.53,11.96,11.75,Borderline 3rd/2.2,2025-06-30,Graduated
10002256,Business Management and Information Systems,1,2021/22,360,10.29,11.63,10.96,Third Class Honours,2025-06-30,Graduated
10002257,Business Management and Information Systems,1,2021/22,360,17.35,14.53,15.94,Upper Second Class Honours,2025-06-30,Pending
10002258,Business Management and Information Systems,1,2021/22,360,14.83,14.75,14.79,Borderline 2.2/2.1,2025-06-30,Graduated
10002259,Business Management and Information Systems,1,2021/22,360,7.51,5.14,6.33,Fail,2025-06-30,Deferred
10002260,Business Management and Information Systems,2,2021/22,240,7.19,10.65,8.92,Borderline Fail/3rd,2024-06-30,Graduated
